iter	Logloss	Precision
0	0.5342092287	0.9766568915
1	0.3912466557	0.9807223228
2	0.2969115812	0.9880881947
3	0.2315717283	0.988086785
4	0.1856561424	0.9880769079
5	0.1517244339	0.9880769079
6	0.1277909361	0.9880208947
7	0.1102310627	0.9880451453
8	0.09805104141	0.9879995294
9	0.08631767806	0.9879976466
10	0.07297036478	0.9880018821
11	0.06338265975	0.9879655037
12	0.05818526129	0.9879730471
13	0.05630270246	0.9879777569
14	0.05259839888	0.9879777569
15	0.04985675946	0.9878730978
16	0.04863405543	0.9864131496
17	0.04625251015	0.9879909247
18	0.0455123255	0.9865292257
19	0.04471613282	0.98649018
20	0.04323365078	0.9871088714
21	0.04256036899	0.9866848887
22	0.04180713725	0.9873788684
23	0.04046911382	0.9878420641
24	0.03951236945	0.9878811572
25	0.03909015816	0.9877653129
26	0.03811490343	0.9876885797
27	0.0372441656	0.987689542
28	0.03669340521	0.9876504612
29	0.03575364023	0.9876504612
30	0.03563473334	0.9876890609
31	0.03527299325	0.9876123486
32	0.03513317234	0.9879984363
33	0.03503868557	0.9880370617
34	0.0344137383	0.9878058313
35	0.03432949658	0.9879602846
36	0.03425652621	0.9879221388
37	0.03415443207	0.9880766224
38	0.03404898186	0.9883857344
39	0.03397793247	0.9883857344
40	0.03330954627	0.988733276
41	0.0329270516	0.9890423825
42	0.03283744951	0.989235948
43	0.03277573681	0.9892363693
44	0.03271045985	0.9891976517
45	0.03263044246	0.9893138138
46	0.03255903162	0.9893138138
47	0.03229475647	0.9890036785
48	0.03221731444	0.9891197996
49	0.03215521747	0.9891197996
50	0.03182163717	0.9894695635
51	0.03176783336	0.9894695635
52	0.03144960986	0.9895470383
53	0.03139516572	0.9895082994
54	0.0313456176	0.9895470383
55	0.0311838919	0.9898182957
56	0.03112858011	0.9898182957
57	0.0310526913	0.9899345944
58	0.03101097032	0.9899733668
59	0.03081572259	0.9899345944
60	0.03022636296	0.9899353828
61	0.03018195215	0.9899353828
62	0.03002064107	0.9900513102
63	0.02992490578	0.990128873
64	0.0292080498	0.9900513102
65	0.02904018053	0.990128873
66	0.02899406151	0.9901292597
67	0.02896604417	0.9901292597
68	0.02893316462	0.9901292597
69	0.02888942957	0.9901292597
70	0.02860489819	0.9902068317
71	0.02815866102	0.9903228334
72	0.02808410109	0.9903616346
73	0.02803400503	0.9904004388
74	0.02793719861	0.9904392461
75	0.0279049918	0.9904780564
76	0.02787844784	0.9904780564
77	0.02743529364	0.9909821604
78	0.02736133361	0.9909821604
79	0.02732483776	0.9909821604
80	0.02729129135	0.9909821604
81	0.02726412111	0.9909821604
82	0.02723692356	0.9909821604
83	0.02721057792	0.9909433075
84	0.02702609355	0.9910987374
85	0.02699011095	0.9910987374
86	0.02652045904	0.99113795
87	0.0264545002	0.99113795
88	0.0264282064	0.99113795
89	0.02624989375	0.99113795
90	0.02598025766	0.9911768166
91	0.02594303124	0.9911768166
92	0.02591589836	0.9912156863
93	0.02588965265	0.9912156863
94	0.02586442341	0.9912156863
95	0.02583677034	0.9912156863
96	0.02580991697	0.9912156863
97	0.02578153403	0.9912156863
98	0.02575520963	0.9912156863
99	0.02547911717	0.9914878594
100	0.02543330868	0.9914878594
101	0.02539660159	0.9914878594
102	0.02537181282	0.9914878594
103	0.02534967643	0.9914878594
104	0.0253247866	0.9914878594
105	0.02530022009	0.9914878594
106	0.0252783768	0.9914878594
107	0.02525461914	0.9914878594
108	0.02523039977	0.9914878594
109	0.02520760791	0.9914878594
110	0.02518191285	0.9914878594
111	0.02515805073	0.9914878594
112	0.02510627187	0.9914878594
113	0.02508237571	0.9914878594
114	0.02505926825	0.9914878594
115	0.02503688593	0.9914878594
116	0.02501280631	0.9914878594
117	0.02499183183	0.9914878594
118	0.02496679634	0.9914878594
119	0.02493943896	0.9914878594
120	0.02491925815	0.9914878594
121	0.02482610676	0.9914878594
122	0.02480405746	0.9914878594
123	0.02477521325	0.9914878594
124	0.02475260356	0.9914878594
125	0.02454841504	0.9915659815
126	0.02452693906	0.9915659815
127	0.02450457712	0.9915659815
128	0.02446934632	0.9915659815
129	0.02414072638	0.9916437819
130	0.02411962718	0.9916437819
131	0.02391782165	0.9916437819
132	0.0238954784	0.9916437819
133	0.02380324369	0.9916437819
134	0.02365992674	0.9916441097
135	0.02363867423	0.9916441097
136	0.02361880657	0.9916441097
137	0.0235985302	0.9916441097
138	0.02351426082	0.9916441097
139	0.02349314002	0.9916441097
140	0.02347381209	0.9916441097
141	0.02345571388	0.9916441097
142	0.02343724848	0.9916441097
143	0.02341817861	0.9916441097
144	0.02328168941	0.9916441097
145	0.02325060893	0.9916441097
146	0.02322297487	0.9916441097
147	0.02320478595	0.9916441097
148	0.02316480847	0.9916830129
149	0.02314726329	0.9916830129
150	0.02311194425	0.9916441097
151	0.02309416196	0.9916441097
152	0.02295126904	0.991645093
153	0.022934011	0.991645093
154	0.02275452951	0.9917617983
155	0.02273579768	0.9917617983
156	0.02262321533	0.9918007062
157	0.02259242011	0.9918396171
158	0.02257580693	0.9918396171
159	0.02255219967	0.9918399372
160	0.02246887814	0.9918399372
161	0.02238841735	0.9917621214
162	0.02228289686	0.9919956054
163	0.02226680006	0.9919956054
164	0.02195929775	0.9920335923
165	0.02183146046	0.9921126982
166	0.02167335788	0.9921513225
167	0.02152570729	0.992346338
168	0.02150318138	0.992346338
169	0.02148713902	0.992346338
170	0.02147143254	0.992346338
171	0.02139418997	0.9921905659
172	0.02123823493	0.9922684458
173	0.02118203542	0.9923073904
174	0.02115957929	0.992346338
175	0.02114428318	0.992346338
176	0.02112944662	0.992346338
177	0.02106042699	0.9923469388
178	0.02104583113	0.9923469388
179	0.0210316254	0.9923469388
180	0.02101769027	0.9923469388
181	0.02098530917	0.9923469388
182	0.0208972961	0.9924248371
183	0.02082238635	0.9925027477
184	0.02080868461	0.9925027477
185	0.02066992475	0.9925027477
186	0.02065638576	0.9925027477
187	0.02048840479	0.9925027477
188	0.02037869751	0.9925809617
189	0.02028741103	0.992503042
190	0.02021775868	0.992503042
191	0.02020460808	0.992503042
192	0.02010667704	0.992542293
193	0.02009345734	0.992542293
194	0.02007187574	0.9925812529
195	0.02005908452	0.9925812529
196	0.01993749538	0.992775531
197	0.01988654937	0.9927758147
198	0.01987380173	0.992775531
199	0.01970462727	0.9926588937
200	0.01968839411	0.9926588937
201	0.01962441235	0.9926588937
202	0.019603985	0.992736838
203	0.01959214022	0.992736838
204	0.01939198706	0.992736838
205	0.01937950532	0.992736838
206	0.01931181638	0.9927760983
207	0.01920183817	0.9927760983
208	0.01918999579	0.9927760983
209	0.01917885244	0.9927760983
210	0.01916048184	0.9928540579
211	0.01914242095	0.9928543384
212	0.01896691294	0.9929323072
213	0.01895589464	0.9929323072
214	0.01882834904	0.9929323072
215	0.01880041537	0.9929712962
216	0.01874950131	0.9930102882
217	0.01869436149	0.9929712962
218	0.018681543	0.9929712962
219	0.01866325653	0.9930102882
220	0.01865263954	0.9930102882
221	0.01857824028	0.9930102882
222	0.01855259545	0.9930102882
223	0.0184170648	0.9930102882
224	0.01840685794	0.9930102882
225	0.0183966705	0.9930102882
226	0.01838656034	0.9930102882
227	0.01819247187	0.9930102882
228	0.01818281993	0.9930102882
229	0.01810662789	0.9930102882
230	0.01770923826	0.9930102882
231	0.01769943599	0.9930102882
232	0.01765342031	0.9929712962
233	0.01762470681	0.9930102882
234	0.01761525609	0.9930102882
235	0.01760385847	0.9929712962
236	0.01750310844	0.9929712962
237	0.01747460921	0.9930102882
238	0.01746528775	0.9930102882
239	0.01745045753	0.9930102882
240	0.01736380272	0.9930492833
241	0.01733134351	0.9930492833
242	0.01732001047	0.9930492833
243	0.01731114681	0.9930492833
244	0.01730186493	0.9930492833
245	0.01719368317	0.9930882815
246	0.01717830093	0.9931272827
247	0.01716968612	0.9931272827
248	0.01708446154	0.9931272827
249	0.0170761176	0.9931272827
250	0.01706564178	0.9931272827
251	0.01704696935	0.9931272827
252	0.01702871805	0.9931270128
253	0.01694331625	0.9931270128
254	0.01686412043	0.9931660186
255	0.01685510516	0.9931660186
256	0.01681621042	0.9932050275
257	0.01674245707	0.9932050275
258	0.01669861286	0.9932050275
259	0.01661464707	0.9932833183
260	0.01660178563	0.9932833183
261	0.01659382278	0.9932833183
262	0.01657965018	0.9933223348
263	0.01654077316	0.9933613544
264	0.01652805968	0.9933613544
265	0.0164720194	0.9934003771
266	0.01641805315	0.9934784317
267	0.0164038155	0.9934784317
268	0.01627716136	0.9934781755
269	0.01624944471	0.9935172089
270	0.0161925375	0.9935177182
271	0.01618265414	0.9935177182
272	0.01614672904	0.9935177182
273	0.01601227891	0.9934786879
274	0.01600392066	0.9934786879
275	0.01598121071	0.9935960398
276	0.01597322457	0.9935960398
277	0.01587903859	0.9935570048
278	0.01587160706	0.9935570048
279	0.01586354623	0.9935570048
280	0.01583036261	0.9935960398
281	0.01576496598	0.9937519648
282	0.01575171276	0.9937910166
283	0.01571169016	0.9937910166
284	0.01570266201	0.9937910166
285	0.0156885437	0.9938691295
286	0.0156802603	0.9938691295
287	0.0156733487	0.9938691295
288	0.01566544766	0.9938691295
289	0.01563946578	0.9938300715
290	0.01562973099	0.9937519648
291	0.01562280203	0.9937519648
292	0.01557654688	0.9937910166
293	0.01556864933	0.9937910166
294	0.01549080896	0.9939863218
295	0.01548257125	0.9940253921
296	0.01547616896	0.9940253921
297	0.01546874781	0.9940253921
298	0.01546224617	0.9940253921
299	0.01540546289	0.9939865582
300	0.01539778024	0.9939474925
301	0.01537350872	0.9939865582
302	0.01532769203	0.9939081905
303	0.01524943159	0.9938688885
304	0.01523893651	0.9939470167
305	0.01523281582	0.9939470167
306	0.0152264879	0.9940251572
307	0.01522046591	0.9941817038
308	0.01521442845	0.994299194
309	0.01519063466	0.9943382873
310	0.01516262641	0.9944164832
311	0.0151196475	0.9944558037
312	0.015021839	0.9944949078
313	0.01499099166	0.9944167027
314	0.01496883194	0.9944171417
315	0.0149295536	0.9944951243
316	0.01490866855	0.9945342299
317	0.0148540868	0.9945342299
318	0.01481941561	0.9945733386
319	0.01481267662	0.9946515652
320	0.0148020002	0.9946124504
321	0.01467258191	0.994573552
322	0.01466684974	0.994769134
323	0.01466052157	0.9948867212
324	0.01464257272	0.9948867212
325	0.01462009061	0.9948869223
326	0.01461062068	0.994965189
327	0.01457531091	0.9950041304
328	0.01456888183	0.9951607192
329	0.01450863462	0.9950824187
330	0.01450197039	0.9952000629
331	0.01447654855	0.9952392194
