iter	Logloss	Precision
0	0.5400013171	0.9870818152
5	0.1856722281	0.9879482657
10	0.08391003432	0.9882037336
15	0.05295372031	0.9881695937
20	0.03897881353	0.988206334
25	0.03246930397	0.9884977216
30	0.02872740447	0.9888978752
35	0.02615775398	0.9892255645
40	0.02417349447	0.9897358546
45	0.02312593748	0.9899908004
50	0.02209122416	0.990100103
55	0.02140068627	0.9903545264
60	0.02080628005	0.9904635664
65	0.02018560692	0.9906466343
70	0.01952648655	0.9908287293
75	0.01895443279	0.9910118982
80	0.01843695388	0.9911217535
85	0.01809234376	0.9911951076
90	0.0178022281	0.9912316251
95	0.0175169042	0.9914507867
100	0.01737793086	0.9914873231
105	0.01721713711	0.9915238622
110	0.01695033272	0.9917422399
115	0.01672266835	0.9917434574
120	0.01656961634	0.991780014
125	0.0164243989	0.9918531353
130	0.01615994001	0.9919631336
135	0.01608416509	0.9919994101
140	0.01589415216	0.9919994101
145	0.01566141077	0.9921094355
150	0.01552531724	0.9921463073
155	0.01535927893	0.992219764
160	0.01521966942	0.9922560661
165	0.01497669136	0.9924032894
170	0.01485178991	0.9924038497
175	0.01473459286	0.9924407242
180	0.0145219988	0.9924775987
185	0.01432890796	0.9925507984
190	0.01419602932	0.9926608888
195	0.01405136769	0.9926608888
200	0.01395040125	0.9926974994
205	0.01377927913	0.9926977688
210	0.01366825826	0.9927707288
215	0.01354610531	0.992843969
220	0.01342481834	0.992990999
225	0.01331133198	0.9930278884
230	0.01318364469	0.9930278884
235	0.01304416988	0.99302866
240	0.01290816805	0.9931016674
245	0.01280532249	0.9931749428
250	0.01269393372	0.9931749428
255	0.01254976904	0.9932115846
260	0.01244842338	0.9932110836
265	0.01236603079	0.9932479799
270	0.01228866654	0.9933581787
275	0.01214355324	0.9933950777
280	0.01202591244	0.9933953214
285	0.01193503325	0.9934688757
290	0.01183200996	0.9935421971
295	0.01173291132	0.9936155294
300	0.01162395522	0.9936888725
305	0.01150095214	0.9936888725
310	0.01134978378	0.9937257797
315	0.01124733441	0.9937989074
320	0.01112209111	0.9937626868
325	0.01104255115	0.9939096412
330	0.01092041858	0.9938729561
335	0.0108444331	0.9940564087
340	0.01078402168	0.9939832417
345	0.01068309938	0.9940201543
350	0.01061312256	0.9940935435
355	0.01051255005	0.9941671589
360	0.01044276114	0.9942772752
365	0.01036206995	0.9942772752
370	0.01030169475	0.994314196
375	0.01024799834	0.9943506997
380	0.01018011119	0.9944243409
385	0.01011344434	0.9944610613
390	0.01001718135	0.9944610613
395	0.009958149838	0.9945712386
400	0.009888689208	0.9946079699
405	0.009824698401	0.9946079699
410	0.009731835943	0.9946447038
415	0.009688311689	0.9947181798
420	0.009614655869	0.9946814404
425	0.009557703835	0.9947916667
430	0.009493842076	0.9947914743
435	0.009437314542	0.9947916667
440	0.009365821973	0.9948282231
445	0.009283436738	0.9948649747
450	0.009218582781	0.994938486
455	0.009175085129	0.9949752457
460	0.009111418074	0.9950487733
465	0.0090656751	0.9950487733
470	0.008982427281	0.9950855411
475	0.008950225854	0.9951223117
480	0.008869154304	0.995159085
485	0.008786256839	0.995195861
490	0.008749655895	0.995195861
495	0.008696205702	0.9952326398
500	0.008642340065	0.9952326398
505	0.008592152862	0.9953062054
510	0.00851699601	0.9954533693
515	0.008460147554	0.9954901671
520	0.008404015655	0.9955269676
525	0.008355817374	0.9955269676
530	0.008298205385	0.9955637708
535	0.008242934371	0.9956005767
540	0.008188130872	0.9956007394
545	0.00814731889	0.9956007394
550	0.008096072134	0.9956377079
555	0.008036318968	0.9956745166
560	0.007973373562	0.9957481421
565	0.007917375804	0.9959322535
570	0.007871859231	0.995969084
575	0.007800695508	0.9960795917
580	0.007751276366	0.996116433
585	0.007691109453	0.9961901239
590	0.007637363243	0.9961901239
595	0.007593052249	0.9962638257
600	0.007542799389	0.9962638257
605	0.007467042012	0.996411262
610	0.007405181628	0.9963743988
615	0.007337480692	0.9964481279
620	0.00729942343	0.9964849965
625	0.007239405941	0.9965587419
630	0.00719432632	0.9965587419
635	0.00713863873	0.9966324982
640	0.007093644009	0.9966693805
645	0.007059922872	0.9966693805
650	0.006994449711	0.9967431532
655	0.006935663838	0.9968169369
