,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_boost_from_average,param_boosting_type,param_class_weight,param_data_sample_strategy,param_device,param_learning_rate,param_max_depth,param_n_estimators,param_num_leaves,param_objective,param_reg_lambda,param_tree_learner,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,0.7190005779266357,0.04057563106364016,0.0639984130859375,0.0030335277997855033,True,gbdt,balanced,goss,gpu,0.1,-1,2,16,binary,0,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 2, 'num_leaves': 16, 'objective': 'binary', 'reg_lambda': 0, 'tree_learner': 'data'}",0.9891600675061665,0.9905874716001298,0.9911716975008115,0.9910418695228822,0.9899383317104836,0.9903798875680947,0.000747155508209959,192,0.9817182306315521,0.9843629838502947,0.9867490029589605,0.9866186309830159,0.983968192894703,0.9846834082637053,0.0018664539446442796,207,0.9968843307802155,0.9970141503310399,0.9957159548227963,0.9955855621916385,0.9961049078161517,0.9962609811883685,0.0005888008031509422,188,0.9938738081497589,0.9946194667366139,0.9941321546172088,0.9943821524850127,0.9948150472556986,0.9943645258488587,0.0003355816866519406,230
1,0.6939992427825927,0.017856112852824818,0.06860032081604003,0.007760410361611577,True,gbdt,balanced,goss,gpu,0.1,-1,2,16,binary,1,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 2, 'num_leaves': 16, 'objective': 'binary', 'reg_lambda': 1, 'tree_learner': 'data'}",0.9890302479553421,0.990392729633236,0.9909769555339175,0.9911716975008115,0.9896137617656605,0.9902370784777934,0.0008111869934979161,200,0.9817135549872122,0.9839846252402307,0.9863683127572016,0.9866220735785953,0.9837095946639303,0.9844796322454339,0.0018246282992515981,228,0.9966246916785668,0.9970141503310399,0.9957159548227963,0.9958452350038951,0.9957153985977668,0.9961830860868129,0.0005360540711834313,195,0.993851359799545,0.9946010101788169,0.9941217886052953,0.994402774949364,0.9947919807722783,0.9943537828610598,0.0003351982244009131,233
2,0.6718000888824462,0.009369497818425235,0.06179919242858887,0.002481647824516666,True,gbdt,balanced,goss,gpu,0.1,-1,2,16,binary,2,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 2, 'num_leaves': 16, 'objective': 'binary', 'reg_lambda': 2, 'tree_learner': 'data'}",0.9888355186291056,0.990392729633236,0.9911067835118468,0.9906523855890944,0.9898085037325544,0.9901591842191675,0.0007836839757480945,204,0.9814601713335891,0.9839846252402307,0.9863718179480586,0.9867336424523442,0.984088284357757,0.9845277082663959,0.001906027362325293,222,0.9964948721277425,0.9970141503310399,0.995975593924445,0.9946767073487406,0.9957153985977668,0.9959753444659469,0.0007877889178608391,200,0.9937070044363636,0.9945635576934972,0.9941179877342604,0.9944016962099128,0.9947840587794339,0.9943148609706934,0.0003735734572962982,237
3,0.6997990608215332,0.03846821222958187,0.06259946823120117,0.0059872822531764815,True,gbdt,balanced,goss,gpu,0.1,-1,2,31,binary,0,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 2, 'num_leaves': 31, 'objective': 'binary', 'reg_lambda': 0, 'tree_learner': 'data'}",0.9914319096455926,0.9929892891918208,0.9924050632911392,0.9914313534566699,0.9920155793573515,0.9920546389885148,0.0005956795343034642,139,0.9858811449107945,0.9889275138406077,0.9884110224053567,0.9877577319587629,0.9881489115032848,0.9878252649237614,0.0010437408621445218,104,0.9971439698818642,0.9971439698818642,0.9964948721277425,0.9951960529732538,0.9959750714100234,0.9963907872549497,0.0007410278628092374,184,0.9952929079105811,0.9963002102227215,0.9963249453812304,0.9960952160163953,0.9965206354597906,0.9961067829981438,0.00042867452218086217,183
4,0.6559991836547852,0.013666290191339324,0.06259856224060059,0.004029655555851127,True,gbdt,balanced,goss,gpu,0.1,-1,2,31,binary,1,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 2, 'num_leaves': 31, 'objective': 'binary', 'reg_lambda': 1, 'tree_learner': 'data'}",0.9914319096455926,0.9924699772801039,0.9924699772801039,0.9916910094125284,0.9915611814345991,0.9919248110105855,0.00045260444855063826,150,0.9857564480944437,0.9881611118260198,0.9879099678456592,0.9877640391550747,0.987384140061792,0.987395141396598,0.000857120679426597,164,0.9972737894326885,0.9968843307802155,0.9971439698818642,0.9957153985977668,0.9958452350038951,0.9965725447392859,0.0006601757808386779,176,0.9956204566422503,0.9964019235542523,0.9963491074594057,0.9963768175790573,0.9965900287460466,0.9962676667962025,0.0003344755782382255,175
5,0.7340003967285156,0.06651791378642116,0.06679859161376953,0.005948806364334993,True,gbdt,balanced,goss,gpu,0.1,-1,2,31,binary,2,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 2, 'num_leaves': 31, 'objective': 'binary', 'reg_lambda': 2, 'tree_learner': 'data'}",0.9913669998701804,0.9924699772801039,0.9925998052580332,0.9914962674456346,0.9918857513794223,0.9919637602466749,0.0004983105037535926,143,0.9853808668889459,0.9881611118260198,0.9879130770219879,0.9876336467860364,0.9877687652890433,0.9873714935624067,0.0010105397900588959,168,0.9975334285343372,0.9968843307802155,0.9974036089835129,0.9954557257855102,0.9961049078161517,0.9966764003799454,0.0007903435807103566,168,0.9951799161958594,0.9967225872837586,0.9962125794976195,0.9963703282870464,0.9965131095665883,0.9961997041661744,0.0005368194424283637,179
6,0.7184007644653321,0.03858320685645577,0.06499810218811035,0.0023646484456568686,True,gbdt,balanced,goss,gpu,0.1,-1,2,64,binary,0,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 2, 'num_leaves': 64, 'objective': 'binary', 'reg_lambda': 0, 'tree_learner': 'data'}",0.9911073607685318,0.9925998052580332,0.99227523531321,0.9913015254787406,0.991755923401493,0.9918079700440018,0.0005648695682265023,160,0.9862467866323907,0.9881641579827608,0.9891640866873065,0.9878803506962351,0.9881428019074623,0.9879196367812311,0.0009442690164612928,95,0.9961054134752694,0.9971439698818642,0.9954563157211476,0.9948065437548689,0.9954557257855102,0.995793593723732,0.0007903070493977466,205,0.9960163868911813,0.9971141275662663,0.9971835208525224,0.9974166381334462,0.9971667835357256,0.9969794913958282,0.0004926460839867985,136
7,1.0456012725830077,0.4190291011683999,0.06859984397888183,0.008042914703488141,True,gbdt,balanced,goss,gpu,0.1,-1,2,64,binary,1,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 2, 'num_leaves': 64, 'objective': 'binary', 'reg_lambda': 1, 'tree_learner': 'data'}",0.9915617291964169,0.9925348912690685,0.9924050632911392,0.9915611814345991,0.9914962674456346,0.9919118265273716,0.00045819245958850425,155,0.9868844027259869,0.9884140061791967,0.9881595881595882,0.9876352395672334,0.9872570472390269,0.9876700567742063,0.0005625198826696864,134,0.9963650525769181,0.9967545112293912,0.9967545112293912,0.9955855621916385,0.9958452350038951,0.996260974446247,0.00047476528253843203,192,0.9966877307581279,0.9975444013371919,0.9971988676067453,0.997421610448104,0.9972761744581938,0.9972257569216726,0.0002941530157118959,115
8,0.9225997447967529,0.23413530282537537,0.0906001091003418,0.035255952288651325,True,gbdt,balanced,goss,gpu,0.1,-1,2,64,binary,2,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 2, 'num_leaves': 64, 'objective': 'binary', 'reg_lambda': 2, 'tree_learner': 'data'}",0.9916266389718291,0.9924699772801039,0.9923401493021746,0.9915611814345991,0.9916910094125284,0.9919377912802471,0.000385918629081451,147,0.9861360718870347,0.9880355075260517,0.9877813504823151,0.9882641217436162,0.9873873873873874,0.987520887805281,0.0007510803471311681,152,0.9972737894326885,0.9970141503310399,0.9970141503310399,0.9949363801609972,0.9961049078161517,0.9964686756143835,0.0008629658117153078,180,0.9960396778971842,0.9973937149201094,0.9966225931932282,0.9964935068481247,0.9969246065289424,0.9966948198775178,0.00045082387466824993,150
9,0.855999231338501,0.059496905518315386,0.07360177040100098,0.009931866651926016,True,gbdt,balanced,goss,gpu,0.1,-1,5,16,binary,0,data,"{'boost_from_average': 'True', 'boosting_type': 'gbdt', 'class_weight': 'balanced', 'data_sample_strategy': 'goss', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 5, 'num_leaves': 16, 'objective': 'binary', 'reg_lambda': 0, 'tree_learner': 'data'}",0.9891600675061665,0.9906523855890944,0.9918857513794223,0.991236611489776,0.9899383317104836,0.9905746295349885,0.0009559463644180624,184,0.9815950920245399,0.9844891680553776,0.9868928296067849,0.9864986498649865,0.9840923669018602,0.9847136212907097,0.0019024635055795193,201,0.9970141503310399,0.9970141503310399,0.9970141503310399,0.9961049078161517,0.9959750714100234,0.9966244860438589,0.0004790022278570149,172,0.9950840978061136,0.9963957376577122,0.9956417324919661,0.9948963319588732,0.9965719851431957,0.995717977011572,0.0006740038648023667,215
