iter	Logloss
783	0.1461366295
784	0.1460836481
785	0.1459470313
786	0.145703545
787	0.1456239323
788	0.1455923191
789	0.1455216143
790	0.1453569863
791	0.1453249775
792	0.1451670209
793	0.1451358654
794	0.1451054147
795	0.144904166
796	0.1448533178
797	0.1446343523
798	0.1445016051
799	0.1444575243
800	0.1443889076
801	0.1439993234
802	0.1439479743
803	0.1439173448
804	0.1438599308
805	0.1438290588
806	0.143500691
807	0.1432725183
808	0.143194896
809	0.1431296765
810	0.1430688872
811	0.1430381046
812	0.1429854042
813	0.1428344132
814	0.1426345063
815	0.1425653148
816	0.142182051
817	0.1420383027
818	0.1420087462
819	0.1418230725
820	0.1417923411
821	0.1416285855
822	0.1413454901
823	0.1412962515
824	0.1409757719
825	0.1409462026
826	0.14091612
827	0.140846918
828	0.1407951989
829	0.1407445551
830	0.1406802149
831	0.1406316146
832	0.1405409213
833	0.1403876879
834	0.1403393024
835	0.1401270357
836	0.1399021055
837	0.1398726153
838	0.1398433783
839	0.1396903627
840	0.1393792818
841	0.1393506833
842	0.1391755516
843	0.1390995711
844	0.1390318741
845	0.1388979328
846	0.1387213545
847	0.1386923603
848	0.1385376223
849	0.1384908086
850	0.1382134799
851	0.1381293838
852	0.1380062113
853	0.1379065117
854	0.1378779263
855	0.137849826
856	0.1378036659
857	0.1377562796
858	0.1377278857
859	0.1375015776
860	0.1371149397
861	0.1369273917
862	0.1368653791
863	0.1368372639
864	0.1367908994
865	0.1367297555
866	0.1364243751
867	0.1362878125
868	0.1361643208
869	0.1360337745
870	0.1360064406
871	0.1358770284
872	0.1358313665
873	0.1358040071
874	0.135681796
875	0.1355459575
876	0.1353787298
877	0.1353027268
878	0.1352763896
879	0.1352492729
880	0.135204965
881	0.1350458589
882	0.1349999265
883	0.1349734869
884	0.1349462424
885	0.1347446405
886	0.1346837266
887	0.1344430316
888	0.1342280821
889	0.1338764291
890	0.1338499766
891	0.1338231284
892	0.1337791399
893	0.1335875015
894	0.1335008698
895	0.1334381674
896	0.1332644955
897	0.1331392569
898	0.1328024396
899	0.132775719
900	0.1326944912
901	0.132652659
902	0.1326097051
903	0.1324834573
904	0.1322024411
905	0.1321427912
906	0.1321168881
907	0.1320911358
908	0.1320563418
909	0.1319245115
910	0.1317982133
911	0.13175494
912	0.1317293947
913	0.1316865532
914	0.1315563397
915	0.1314342431
916	0.1311903419
917	0.1311646816
918	0.1310544629
919	0.1310284066
920	0.1310032061
921	0.1308502319
922	0.1307290387
923	0.1306649282
924	0.1306310668
925	0.1305890433
926	0.1305239133
927	0.1304985571
928	0.1304738803
929	0.1303259774
930	0.1302839304
931	0.1302261305
932	0.1300640894
933	0.1299705242
934	0.1298013109
935	0.1297770042
936	0.1297348529
937	0.1297104596
938	0.1296680017
939	0.1293396184
940	0.1292250563
941	0.1291264416
942	0.129101571
943	0.1290465453
944	0.1289387179
945	0.1288979719
946	0.128873627
947	0.1288488355
948	0.12873463
949	0.1287101043
950	0.1286567009
951	0.1286324433
952	0.1285668405
953	0.128409102
954	0.1283850001
955	0.1282025358
956	0.1281615206
957	0.1279137302
958	0.1278356895
959	0.1276794034
960	0.1276327579
961	0.1275857266
962	0.1275180132
963	0.1274938706
964	0.1274251992
965	0.1271879441
966	0.1271639701
967	0.1269814775
968	0.1268445222
969	0.12682111
970	0.1266691059
971	0.1265983401
972	0.1265579772
973	0.1264527774
974	0.1263119863
975	0.1261653388
976	0.1261419138
977	0.1260920238
978	0.1260369986
979	0.1259866079
980	0.1259639494
981	0.1258234536
982	0.1256552146
983	0.1256319684
984	0.1255918122
985	0.1254360243
986	0.125348601
987	0.1252946077
988	0.125271336
989	0.1252496228
990	0.1252261852
991	0.1251621002
992	0.125139046
993	0.1250997072
994	0.1250472467
995	0.124915005
996	0.1246790719
997	0.1246566561
998	0.1245521503
999	0.1243817001
